post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:woo-feed-brand,tax:fb_product_set,meta:attr_label_translations,meta:description,meta:fb_product_description,meta:fb_product_group_id,meta:fb_product_image,meta:fb_product_item_id,meta:fb_product_price,meta:fb_visibility,meta:rs_page_bg_color,meta:shop_iner_breadcrumbs,meta:shop_inner_footer,meta:shop_inner_navigator,meta:shop_inner_style,meta:shop_single_bg_cl,meta:total_sales,meta:wcml_sync_hash,meta:wd_additional_variation_images_data,meta:wd_page_css_files,meta:woo_feed_material_var,meta:woo_variation_gallery_images,meta:woodmart_fbt_bundles_id,meta:woodmart_history_of_visits,meta:woodmart_price_unit_of_measure,meta:woodmart_sguide_select,meta:woodmart_total_stock_quantity,meta:woodmart_wc_video_gallery,meta:wpaicg_generate_description,meta:wpaicg_generate_meta,meta:wpaicg_generate_short,meta:wpaicg_generate_tags,meta:wpaicg_generate_title,meta:wpaicg_product_description,meta:wpaicg_product_short,meta:wpaicg_product_tags,meta:wpaicg_product_title,meta:attribute_pa_brand,meta:attribute_pa_color,meta:attribute_pa_fabric,meta:attribute_pa_material,meta:attribute_pa_quantity,meta:attribute_pa_sizes,meta:attribute_pa_texture,meta:attribute_pa_thickness,meta:attribute_size,attribute:pa_brand,attribute_data:pa_brand,attribute_default:pa_brand,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_model,attribute_data:pa_model,attribute_default:pa_model,attribute:pa_sizes,attribute_data:pa_sizes,attribute_default:pa_sizes,attribute:pa_texture,attribute_data:pa_texture,attribute_default:pa_texture,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:العدد,attribute_data:العدد,attribute_default:العدد
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - زيتوني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-9-زيتو,19345,19452,,"اللون: زيتوني",publish,,55,"2023-03-05 03:27:48",6,closed,0710502704009,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/165A8104.jpg ! alt :  ! title : 165A8104 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5459640350713611,,yes,,,,,,,0,,"35974,35975,35979,35978,35977,35976,35980,35982,35981,",,,,,,,,,,,,,,,,,,,,زيتوني,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - هافان",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-10-هافا,19345,19453,,"اللون: هافان",publish,,56,"2023-03-05 03:27:58",6,closed,0710502706010,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/نعال-بني-ارتيني-AMB-03-1..jpg ! alt :  ! title : نعال بني ارتيني AMB 03 1. ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4968076826644519,,yes,,,,,,,0,,"27695,27696,27697,27698,27699,27700,27701,27702,",,,,,,,,,,,,,,,,,,,,هافان,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb14,,19576,"استمتع بتجربة فريدة وراقية مع نعال ارتيني الايطالي، الذي يمزج بين الأناقة الكلاسيكية والتصميم العصري بأسلوبٍ أصيل. تم صُنع هذه النعال الفاخر بعناية فائقة باستخدام أجود أنواع جلود السكوتش، مما يضمن جودة عالية ومتانة استثنائية.

يتميز تصميم النعال بجمع الأناقة الكلاسيكية بالعصرية المعاصرة، مما يجعله مثالي لجميع الأوقات والمناسبات. بفضل جلد السكوتش الناعم والمريح، ستحظى براحة فائقة خلال الارتداء لفترات طويلة دون أي توتر أو إزعاج.

يتميز تصميم النعال بتفاصيل دقيقة فاخرة تعكس الحرفية الإيطالية العريقة، مما يضيف لمسة من الرفاهية والفخامة إلى إطلالتك. ارتدي نعال ارتيني واستمتع بالأناقة والراحة التي لا مثيل لها في كل خطوة","<ul>
 	<li>جلد إيطالي طبيعي ناعم</li>
 	<li>صناعة يدوية</li>
 	<li>خفة الوزن</li>
 	<li>راحة تامة في المشي</li>
</ul>",publish,,0,"2022-04-30 14:37:15",6,open,07105029,,,no,no,null,588,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/02/نعال-أرتيني-رمادي1-1.jpg ! alt :  ! title : نعال أرتيني رمادي1 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/165A7984.jpg ! alt :  ! title : 165A7984 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2024/02/نعال-أرتيني-بني1-1.jpg ! alt :  ! title : نعال أرتيني بني1 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2024/02/نعال-آرتيني-أسود1-1.jpg ! alt :  ! title : نعال آرتيني أسود1 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/نعال-أخضر-ارتيني-AMB-14-1..jpg ! alt :  ! title : نعال أخضر ارتيني AMB 14 1. ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/نعال-بيج-ارتيني-AMB-14-1..jpg ! alt :  ! title : نعال بيج ارتيني AMB 14 1. ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/نعال-خمري-ارتيني-AMB-14-1..jpg ! alt :  ! title : نعال خمري ارتيني AMB 14 1. ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/نعال-كحلي-ارتيني-AMB-14-1..jpg ! alt :  ! title : نعال كحلي ارتيني AMB 14 1. ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/علبة-نعل-ارتيني.jpg ! alt :  ! title : علبة نعل ارتيني ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,1,60,,,variable,rated-5,"جميع المنتجات|جميع المنتجات > نعال إيطالي",,,,27032023,,,,5994605210587952,,,,,,,,,,,26,,,"[""widget-tag-cloud"",""widget-wd-layered-nav"",""woo-mod-swatches-base"",""woo-mod-swatches-filter"",""widget-layered-nav-stock-status"",""widget-product-list"",""widget-slider-price-filter"",""widget-woo-other"",""wpcf7"",""revolution-slider"",""woo-stripe"",""elementor-base"",""woo-extra-prod-opt"",""woocommerce-base"",""mod-star-rating"",""woo-el-track-order"",""woocommerce-block-notices"",""woo-mod-quantity"",""woo-opt-free-progress-bar"",""woo-mod-progress-bar"",""woo-single-prod-el-base"",""woo-mod-stock-status"",""woo-mod-shop-attributes"",""header-base"",""mod-tools"",""header-elements-base"",""social-icons"",""header-mobile-nav-dropdown"",""header-cart-side"",""header-cart"",""widget-shopping-cart"",""woo-single-prod-builder"",""woo-el-breadcrumbs-builder"",""woo-single-prod-el-navigation"",""woo-single-prod-el-gallery"",""woo-single-prod-el-gallery-opt-thumb-left-desktop"",""swiper"",""woo-mod-product-labels"",""woo-mod-product-labels-round"",""swiper-arrows"",""photoswipe"",""woo-mod-variation-form"",""woo-mod-variation-form-single"",""woo-mod-swatches-style-4"",""woo-mod-swatches-dis-2"",""woo-mod-swatches-style-2"",""woo-mod-product-count"",""woo-opt-visits-count"",""section-title"",""text-block"",""list"",""woo-single-prod-el-reviews"",""woo-single-prod-el-reviews-style-1"",""mod-comments"",""woo-single-prod-opt-rating-summary"",""product-loop"",""product-loop-base"",""woo-mod-add-btn-replace"",""mod-more-description"",""woo-opt-products-bg"",""woo-opt-stretch-cont"",""woo-opt-grid-gallery"",""mfp-popup"",""product-loop-info"",""woo-opt-products-shadow"",""widget-collapse"",""footer-base"",""info-box"",""mod-nav-menu-label"",""scroll-top"",""wd-search-results"",""wd-search-form"",""header-my-account-sidebar"",""woo-mod-login-form"",""bottom-toolbar"",""header-my-account""]",,,"[""""]","[1725583098,1725583098,1725583098,1725583098,1725583098,1725583098,1725583098,1725583098,1725583098,1725583098]",,none,,"{""35007"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""35825"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""35006"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""35005"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""35517"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""22291"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""22294"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""22295"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""22296"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""22255"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""}}",,,,,,,,,,,,,,,,,,,أرتيني,0|1|0,,"أبيض|أزرق بترولي|أخضر مزرق|أسود|بني|بيج|رمادي|زيتوني|هافان",1|1|1,,,,,"جلد سكوتش كالف إيطالي",2|1|0,,,,,10|11|12|13|7|8|9,3|1|1,7,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أبيض, 10",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-10-أ,19576,35627,,"اللون: أبيض, المقاس: 10",publish,,1,"2024-03-25 01:39:20",30,closed,0710502910010,07105029,,no,no,11,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,24951739421140465,,yes,,,,,,,0,,"35603,35611,35610,35609,35608,35607,35606,35605,35604",,,,,,,,,,,,,,,,,,,,أبيض,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أبيض, 11",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-11-أ,19576,35628,,"اللون: أبيض, المقاس: 11",publish,,2,"2024-03-25 01:39:20",30,closed,0710502910011,07105029,,no,no,8,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,5608641875926760,,yes,,,,,,,0,,"35603,35610,35609,35608,35607,35606,35605,35604,35611",,,,,,,,,,,,,,,,,,,,أبيض,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أبيض, 12",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-12-أ,19576,35629,,"اللون: أبيض, المقاس: 12",publish,,3,"2024-03-25 01:39:20",30,closed,0710502910012,07105029,,no,no,7,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,7271659172910749,,yes,,,,,,,0,,"35603,35611,35610,35609,35608,35607,35606,35605,35604",,,,,,,,,,,,,,,,,,,,أبيض,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أبيض, 13",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-13-أ,19576,35630,,"اللون: أبيض, المقاس: 13",publish,,4,"2024-03-25 01:39:20",30,closed,0710502910013,07105029,,no,no,5,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,25322767517337031,,yes,,,,,,,0,,"35603,35611,35610,35609,35608,35607,35606,35605,35604",,,,,,,,,,,,,,,,,,,,أبيض,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أبيض, 7",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-7-أ,19576,35631,,"اللون: أبيض, المقاس: 7",publish,,5,"2024-03-25 01:39:21",30,closed,0710502910007,07105029,,no,no,4,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,24985387254442276,,yes,,,,,,,0,,"35603,35611,35610,35609,35608,35607,35606,35605,35604",,,,,,,,,,,,,,,,,,,,أبيض,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أبيض, 8",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-8-أ,19576,35632,,"اللون: أبيض, المقاس: 8",publish,,6,"2024-03-25 01:39:21",30,closed,0710502910008,07105029,,no,no,10,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,7706511709358881,,yes,,,,,,,0,,"35603,35611,35610,35609,35608,35607,35606,35605,35604",,,,,,,,,,,,,,,,,,,,أبيض,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أبيض, 9",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-9-أ,19576,35633,,"اللون: أبيض, المقاس: 9",publish,,7,"2024-03-25 01:39:21",30,closed,0710502910009,07105029,,no,no,9,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/03/نعال-أرتيني-أبيض1.jpg ! alt :  ! title : نعال أرتيني أبيض1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,7346650418757385,,yes,,,,,,,0,,"35603,35611,35610,35609,35608,35607,35606,35605,35604",,,,,,,,,,,,,,,,,,,,أبيض,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أسود, 10",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-10-أ-2,19576,35634,,"اللون: أسود, المقاس: 10",publish,,8,"2024-03-25 01:39:21",30,closed,0710502909010,07105029,,no,no,17,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/02/نعال-آرتيني-أسود1-1.jpg ! alt :  ! title : نعال آرتيني أسود1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,7429816847075646,,yes,,,,,,,0,,"35029,35037,35036,35035,35034,35033,35032,35031,35030",,,,,,,,,,,,,,,,,,,,أسود,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أسود, 11",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-11-أ-2,19576,35635,,"اللون: أسود, المقاس: 11",publish,,9,"2024-03-25 01:39:21",30,closed,0710502909011,07105029,,no,no,11,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/02/نعال-آرتيني-أسود1-1.jpg ! alt :  ! title : نعال آرتيني أسود1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,5622641424526251,,yes,,,,,,,0,,"35029,35037,35036,35035,35034,35033,35032,35031,35030",,,,,,,,,,,,,,,,,,,,أسود,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أسود, 12",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-12-أ-2,19576,35636,,"اللون: أسود, المقاس: 12",publish,,10,"2024-03-25 01:39:21",30,closed,0710502909012,07105029,,no,no,8,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/02/نعال-آرتيني-أسود1-1.jpg ! alt :  ! title : نعال آرتيني أسود1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,7325362947578082,,yes,,,,,,,0,,"35029,35037,35036,35035,35034,35033,35032,35031,35030",,,,,,,,,,,,,,,,,,,,أسود,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أسود, 13",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-13-أ-2,19576,35637,,"اللون: أسود, المقاس: 13",publish,,11,"2024-03-25 01:39:21",30,closed,0710502909013,07105029,,no,no,2,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/02/نعال-آرتيني-أسود1-1.jpg ! alt :  ! title : نعال آرتيني أسود1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,7850614744971378,,yes,,,,,,,0,,"35029,35037,35036,35035,35034,35033,35032,35031,35030",,,,,,,,,,,,,,,,,,,,أسود,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB14 - أسود, 7",نعال-جلد-سكوتش-كالف-إيطالي-كلاسيكي-amb14-7-أ-2,19576,35638,,"اللون: أسود, المقاس: 7",publish,,12,"2024-03-25 01:39:21",30,closed,0710502909007,07105029,,no,no,5,840,588,,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2024/02/نعال-آرتيني-أسود1-1.jpg ! alt :  ! title : نعال آرتيني أسود1 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb14/,,,,,,,,,,,,,,,,,,,,,,,,25083669101281037,,yes,,,,,,,0,,"35029,35037,35036,35035,35034,35033,35032,35031,35030",,,,,,,,,,,,,,,,,,,,أسود,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
